iata,icao,name,city,state,country,latitude,longitude,elevation_ft,timezone
FKS,RJSF,Fukushima Airport,Sukagawa,Fukushima,JP,37.227402,140.431000,1221,Asia/Tokyo
FLA,SKFL,Gustavo Artunduaga Paredes Airport,Florencia,Caqueta,CO,1.589190,-75.564400,803,America/Bogota
FLG,KFLG,Flagstaff Pulliam Airport,Flagstaff,Arizona,US,35.138500,-111.670998,7014,America/Phoenix
FLL,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,26.072599,-80.152702,9,America/New_York
FLN,SBFL,Hercilio Luz International Airport,Florianopolis,Santa-Catarina,BR,-27.670279,-48.552502,16,America/Sao_Paulo
FLO,KFLO,Florence Regional Airport,Florence,South-Carolina,US,34.185398,-79.723900,146,America/New_York
FLR,LIRQ,Firenze / Peretola Airport,Firenze,Tuscany,IT,43.810001,11.205100,142,Europe/Rome
FLS,YFLI,Flinders Island Airport,,Tasmania,AU,-40.091702,147.992996,10,Australia/Hobart
FLW,LPFL,Flores Airport,Santa Cruz das Flores,Azores,PT,39.455299,-31.131399,112,Atlantic/Azores
FLZ,WIMS,Dr Ferdinand Lumban Tobing Airport,Sibolga-Sumatra Island,North-Sumatra,ID,1.555940,98.888901,43,Asia/Jakarta
FMA,SARF,Formosa Airport,Formosa,Formosa,AR,-26.212700,-58.228100,193,America/Argentina/Cordoba
FMI,FZRF,Kalemie Airport,,Tanganika,CD,-5.875560,29.250000,2569,Africa/Lubumbashi
FMM,EDJA,Memmingen Allgau Airport,Memmingen,Bavaria,DE,47.988800,10.239500,2077,Europe/Berlin
FMO,EDDG,Munster Osnabruck Airport,Munster,North-Rhine-Westphalia,DE,52.134602,7.684830,160,Europe/Berlin
FNA,GFLL,Lungi International Airport,Freetown,Northern-Province,SL,8.616440,-13.195500,84,Africa/Freetown
FNC,LPMA,Madeira Airport,Funchal,Madeira,PT,32.697899,-16.774500,192,Atlantic/Madeira
FNI,LFTW,Nimes-Arles-Camargue Airport,Nimes/Garons,Occitanie,FR,43.757401,4.416350,309,Europe/Paris
FNT,KFNT,Bishop International Airport,Flint,Michigan,US,42.965401,-83.743599,782,America/Detroit
FOC,ZSFZ,Fuzhou Changle International Airport,Fuzhou,Fujian,CN,25.935101,119.663002,46,Asia/Shanghai
FOD,KFOD,Fort Dodge Regional Airport,Fort Dodge,Iowa,US,42.551498,-94.192596,1156,America/Chicago
FOG,LIBF,Foggia / Gino Lisa Airport,Foggia,Apulia,IT,41.432899,15.535000,265,Europe/Rome
FON,MRAN,Arenal Airport,La Fortuna/San Carlos,Alajuela,CR,10.478000,-84.634499,342,America/Costa_Rica
FOR,SBFZ,Pinto Martins International Airport,Fortaleza,Ceara,BR,-3.776280,-38.532600,82,America/Fortaleza
FPO,MYGF,Grand Bahama International Airport,Freeport,Freeport,BS,26.558701,-78.695602,7,America/Nassau
FRA,EDDF,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,50.026402,8.543130,364,Europe/Berlin
FRD,KFHR,Friday Harbor Airport,Friday Harbor,Washington,US,48.521999,-123.024002,113,America/Los_Angeles
FRE,AGGF,Fera/Maringe Airport,Fera Island,Isabel,SB,-8.107500,159.576996,0,Pacific/Guadalcanal
FRL,LIPK,Forli Airport,Forli,Emilia-Romagna,IT,44.194801,12.070100,97,Europe/Rome
FRO,ENFL,Floro Airport,Floro,Sogn-og-Fjordane,NO,61.583599,5.024720,37,Europe/Oslo
FRS,MGTK,Mundo Maya International Airport,San Benito,Peten,GT,16.913799,-89.866402,427,America/Guatemala
FRU,UCFM,Manas International Airport,Bishkek,Chuey,KG,43.061272,74.477508,2090,Asia/Bishkek
FRW,FBFT,Francistown Airport,Francistown,North-East,BW,-21.159599,27.474501,3283,Africa/Gaborone
FSC,LFKF,Figari Sud-Corse Airport,Figari Sud-Corse,Corsica,FR,41.500599,9.097780,87,Europe/Paris
FSD,KFSD,Joe Foss Field Airport,Sioux Falls,South-Dakota,US,43.582001,-96.741898,1429,America/Chicago
FSM,KFSM,Fort Smith Regional Airport,Fort Smith,Arkansas,US,35.336601,-94.367401,469,America/Chicago
FSZ,RJNS,Mt. Fuji Shizuoka Airport,,Shizuoka,JP,34.796043,138.187752,433,Asia/Tokyo
FTA,NVVF,Futuna Airport,Futuna Island,Tafea,VU,-19.516399,170.231995,95,Pacific/Efate
FTE,SAWC,El Calafate Airport,El Calafate,Santa-Cruz,AR,-50.280300,-72.053101,669,America/Argentina/Rio_Gallegos
FTU,FMSD,Tolanaro Airport,Tolanaro,,MG,-25.038099,46.956100,29,Indian/Antananarivo
FUE,GCFV,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.452700,-13.863800,85,Atlantic/Canary
FUG,ZSFY,Fuyang Xiguan Airport,Fuyang,Anhui,CN,32.882157,115.734364,104,Asia/Shanghai
FUJ,RJFE,Fukue Airport,Goto,Nagasaki,JP,32.666302,128.832993,273,Asia/Tokyo
FUK,RJFF,Fukuoka Airport,Fukuoka,Fukuoka,JP,33.585899,130.451004,32,Asia/Tokyo
FUN,NGFU,Funafuti International Airport,Funafuti,Funafuti,TV,-8.525000,179.195999,0,Pacific/Funafuti
FUO,ZGFS,Foshan Shadi Airport,Foshan,Guangdong,CN,23.083300,113.070000,6,Asia/Shanghai
FVM,VRMF,Fuvahmulah Airport,Fuvahmulah Island,Gnyaviyani-Atoll,MV,-0.309722,73.435000,17,Indian/Maldives
FWA,KFWA,Fort Wayne International Airport,Fort Wayne,Indiana,US,40.978500,-85.195099,814,America/Indiana/Indianapolis
FYU,PFYU,Fort Yukon Airport,Fort Yukon,Alaska,US,66.571503,-145.250000,433,America/Anchorage
GAE,DTTG,Gabes Matmata International Airport,Gabes,Qabis,TN,33.876900,10.103300,26,Africa/Tunis
GAJ,RJSC,Yamagata Airport,Yamagata,Yamagata,JP,38.411900,140.371002,353,Asia/Tokyo
GAL,PAGA,Edward G. Pitka Sr Airport,Galena,Alaska,US,64.736198,-156.936996,153,America/Anchorage
GAM,PAGM,Gambell Airport,Gambell,Alaska,US,63.766800,-171.733002,27,America/Nome
GAN,VRMG,Gan International Airport,Gan,Seenu,MV,-0.693342,73.155602,6,Indian/Maldives
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,Guwahati,Assam,IN,26.106100,91.585899,162,Asia/Kolkata
GAY,VEGY,Gaya Airport,,Bihar,IN,24.744301,84.951202,380,Asia/Kolkata
GBE,FBSK,Sir Seretse Khama International Airport,Gaborone,South-East,BW,-24.555201,25.918200,3299,Africa/Gaborone
GBI,MYGM,Auxiliary Airfield,Grand Bahama,East-Grand-Bahama,BS,26.631901,-78.359200,8,America/Nassau
GBT,OING,Gorgan Airport,Gorgan,Mazandaran,IR,36.909401,54.401299,-24,Asia/Tehran
GCC,KGCC,Gillette Campbell County Airport,Gillette,Wyoming,US,44.348900,-105.539001,4365,America/Denver
GCI,EGJB,Guernsey Airport,Saint Peter Port,Forest,GG,49.435001,-2.601970,336,Europe/Guernsey
GCK,KGCK,Garden City Regional Airport,Garden City,Kansas,US,37.927502,-100.723999,2891,America/Chicago
GCM,MWCR,Owen Roberts International Airport,Georgetown,,KY,19.292801,-81.357697,8,America/Cayman
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon,Arizona,US,35.952400,-112.147003,6609,America/Phoenix
GCW,K1G4,Grand Canyon West Airport,Peach Springs,Arizona,US,35.990398,-113.816002,4825,America/Phoenix
GDE,HAGO,Gode Airport,Gode,Somali,ET,5.935130,43.578602,834,Africa/Addis_Ababa
GDL,MMGL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Jalisco,MX,20.521799,-103.310997,5016,America/Mexico_City
GDN,EPGD,Gdansk Lech Walesa Airport,Gdansk,Pomerania,PL,54.377602,18.466200,489,Europe/Warsaw
GDQ,HAGN,Gonder Airport,Gondar,Amhara,ET,12.519900,37.433998,6449,Africa/Addis_Ababa
GDT,MBGT,JAGS McCartney International Airport,Cockburn Town,,TC,21.444500,-71.142303,13,America/Grand_Turk
GDV,KGDV,Dawson Community Airport,Glendive,Montana,US,47.138699,-104.806999,2458,America/Denver
GDX,UHMM,Sokol Airport,Magadan,Magadan,RU,59.910999,150.720001,574,Asia/Magadan
GEA,NWWM,Noumea Magenta Airport,Noumea,South-Province,NC,-22.258301,166.473007,10,Pacific/Noumea
GEG,KGEG,Spokane International Airport,Spokane,Washington,US,47.619900,-117.533997,2376,America/Los_Angeles
GEL,SBNM,Santo Angelo Airport,Santo Angelo,Rio-Grande-do-Sul,BR,-28.281700,-54.169102,1056,America/Sao_Paulo
GEO,SYCJ,Cheddi Jagan International Airport,Georgetown,Demerara-Mahaica,GY,6.498550,-58.254101,95,America/Guyana
GES,RPMB,General Santos International Airport,General Santos City,Soccsksargen,PH,6.106440,125.235001,28,Asia/Manila
GES,RPMR,Tambler Airport,,Soccsksargen,PH,6.058000,125.096001,505,Asia/Manila
GET,YGEL,Geraldton Airport,,Western-Australia,AU,-28.796101,114.707001,121,Australia/Perth
GEV,ESNG,Gallivare Airport,Gallivare,Norrbotten,SE,67.132401,20.814600,1027,Europe/Stockholm
GFF,YGTH,Griffith Airport,Griffith,New-South-Wales,AU,-34.250801,146.067001,439,Australia/Sydney
GFK,KGFK,Grand Forks International Airport,Grand Forks,North-Dakota,US,47.949299,-97.176102,845,America/Chicago
GGF,SNYA,Almeirim Airport,Almeirim,Para,BR,-1.491944,-52.578335,584,America/Santarem
GGG,KGGG,East Texas Regional Airport,Longview,Texas,US,32.383999,-94.711502,365,America/Chicago
GGM,HKKG,Kakamega Airport,Kakamega,Kakamega,KE,0.271342,34.787300,5020,Africa/Nairobi
GGT,MYEF,Exuma International Airport,George Town,Exuma,BS,23.562599,-75.877998,9,America/Nassau
GGW,KGGW,Wokal Field Glasgow International Airport,Glasgow,Montana,US,48.212502,-106.614998,2296,America/Denver
GHA,DAUG,Noumerat - Moufdi Zakaria Airport,Ghardaia,Ghardaia,DZ,32.384102,3.794110,1512,Africa/Algiers
GHB,MYEM,Governor's Harbour Airport,Governor's Harbour,North-Eleuthera,BS,25.284700,-76.331001,26,America/Nassau
GHC,MYBG,Great Harbour Cay Airport,,Berry-Islands,BS,25.738300,-77.840103,18,America/Nassau
GHT,HLGT,Ghat Airport,Ghat,Sha‘biyat-Ghat,LY,25.145599,10.142600,2296,Africa/Tripoli
GIB,LXGB,Gibraltar Airport,Gibraltar,,GI,36.151199,-5.349660,15,Europe/Gibraltar
GIC,YBOI,Boigu Airport,,Queensland,AU,-9.232780,142.218002,23,Australia/Brisbane
GIG,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,Rio-de-Janeiro,BR,-22.809999,-43.250557,28,America/Sao_Paulo
GIL,OPGT,Gilgit Airport,Gilgit,Gilgit-Baltistan,PK,35.918800,74.333603,4796,Asia/Karachi
GIS,NZGS,Gisborne Airport,Gisborne,Gisborne,NZ,-38.663300,177.977997,15,Pacific/Auckland
GIU,VCCS,Sigiriya Air Force Base,Sigiriya,Central,LK,7.956670,80.728500,630,Asia/Colombo
GIZ,OEGN,Jizan Regional Airport,Jizan,Jizan,SA,16.901100,42.585800,20,Asia/Riyadh
GJA,MHNJ,La Laguna Airport,Guanaja,Bay-Islands,HN,16.445400,-85.906601,49,America/Tegucigalpa
GJL,DAAV,Jijel Ferhat Abbas Airport,Jijel,Jijel,DZ,36.795101,5.873610,36,Africa/Algiers
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,Colorado,US,39.122398,-108.527000,4858,America/Denver
GKA,AYGA,Goroka Airport,Goronka,Eastern Highlands,PG,-6.081690,145.391998,5282,Pacific/Port_Moresby
GLA,EGPF,Glasgow International Airport,Glasgow,Scotland,GB,55.871899,-4.433060,26,Europe/London
GLF,MRGF,Golfito Airport,Golfito,Puntarenas,CR,8.654010,-83.182198,49,America/Costa_Rica
GLH,KGLH,Mid Delta Regional Airport,Greenville,Mississippi,US,33.482899,-90.985603,131,America/Chicago
GLT,YGLA,Gladstone Airport,Gladstone,Queensland,AU,-23.869699,151.223007,64,Australia/Brisbane
GLV,PAGL,Golovin Airport,Golovin,Alaska,US,64.550499,-163.007004,59,America/Nome
GMA,FZFK,Gemena Airport,Gemena,Sud-Ubangi,CD,3.235370,19.771299,1378,Africa/Kinshasa
GMB,HAGM,Gambella Airport,Gambela,,ET,8.128760,34.563099,1614,Africa/Addis_Ababa
GMO,DNGO,Gombe Lawanti International Airport,Gombe,Bauchi,NG,10.298333,10.896389,1590,Africa/Lagos
GMP,RKSS,Gimpo International Airport,Seoul,Seoul,KR,37.558300,126.791000,58,Asia/Seoul
GMR,NTGJ,Totegegie Airport,,Iles-Tuamotu-Gambier,PF,-23.079901,-134.889999,7,Pacific/Gambier
GMZ,GCGM,La Gomera Airport,Alajero,Canary-Islands,ES,28.029600,-17.214600,716,Atlantic/Canary
GNB,LFLS,Grenoble-Isere Airport,Grenoble/Saint-Geoirs,Auvergne-Rhone-Alpes,FR,45.362900,5.329370,1302,Europe/Paris
GND,TGPY,Point Salines International Airport,Saint George's,Saint-George,GD,12.004200,-61.786201,41,America/Grenada
GNJ,UBBG,Ganja Airport,Ganja,Goygol-Rayon,AZ,40.737701,46.317600,1083,Asia/Baku
GNM,SNGI,Guanambi Airport,Guanambi,Bahia,BR,-14.208200,-42.746101,1815,America/Bahia
GNS,WIMB,Binaka Airport,Gunung Sitoli-Nias Island,North-Sumatra,ID,1.166380,97.704697,20,Asia/Jakarta
GNV,KGNV,Gainesville Regional Airport,Gainesville,Florida,US,29.690100,-82.271797,152,America/New_York
GNY,LTCS,Sanliurfa GAP Airport,Sanliurfa,Sanliurfa,TR,37.445663,38.895592,2708,Europe/Istanbul
GOA,LIMJ,Genova / Sestri Cristoforo Colombo Airport,Genova,Liguria,IT,44.413300,8.837500,13,Europe/Rome
GOB,HAGB,Robe Airport,Goba,Oromiya,ET,7.017000,40.000000,7892,Africa/Addis_Ababa
GOH,BGGH,Godthaab / Nuuk Airport,Nuuk,,GL,64.190903,-51.678101,283,America/Nuuk
GOI,VOGO,Dabolim Airport,Dabolim,Dabolim,IN,15.380833,73.827000,186,Asia/Kolkata
GOJ,UWGG,Nizhny Novgorod International Airport,Nizhny Novgorod,Novgorod,RU,56.230099,43.784000,256,Europe/Moscow
GOM,FZNA,Goma International Airport,Goma,,CD,-1.670810,29.238501,5089,Africa/Kigali
GOP,VEGK,Gorakhpur Airport,Gorakhpur,Uttar-Pradesh,IN,26.739700,83.449699,259,Asia/Kolkata
GOQ,ZLGM,Golmud Airport,Golmud,Qinghai,CN,36.400600,94.786102,0,Asia/Shanghai
GOT,ESGG,Gothenburg-Landvetter Airport,Gothenburg,Vaestra-Gotaland,SE,57.662800,12.279800,506,Europe/Stockholm
GOU,FKKR,Garoua International Airport,Garoua,North,CM,9.335890,13.370100,794,Africa/Douala
GOV,YPGV,Gove Airport,Nhulunbuy,Northern-Territory,AU,-12.269400,136.817993,192,Australia/Darwin
GOY,VCCG,Amparai Airport,Amparai,Eastern-Province,LK,7.337080,81.625900,150,Asia/Colombo
GPA,LGRX,Araxos Airport,Patras,West-Greece,GR,38.151100,21.425600,46,Europe/Athens
GPB,SBGU,Tancredo Thomas de Faria Airport,Guarapuava,Parana,BR,-25.387501,-51.520199,3494,America/Sao_Paulo
GPI,SKGP,Juan Casiano Airport,Guapi,Cauca,CO,2.570130,-77.898600,164,America/Bogota
GPS,SEGS,Seymour Airport,Baltra,Galapagos,EC,-0.453758,-90.265900,207,Pacific/Galapagos
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,Mississippi,US,30.407301,-89.070099,28,America/Chicago
GRB,KGRB,Austin Straubel International Airport,Green Bay,Wisconsin,US,44.485100,-88.129601,695,America/Chicago
GRI,KGRI,Central Nebraska Regional Airport,Grand Island,Nebraska,US,40.967499,-98.309601,1847,America/Chicago
GRJ,FAGG,George Airport,George,Western-Cape,ZA,-34.005600,22.378901,648,Africa/Johannesburg
GRK,KGRK,Robert Gray  Army Air Field Airport,Fort Hood/Killeen,Texas,US,31.067200,-97.828903,1015,America/Chicago
GRO,LEGE,Girona Airport,Girona,Catalonia,ES,41.901001,2.760550,468,Europe/Madrid
GRQ,EHGG,Eelde Airport,Groningen,Drenthe,NL,53.119701,6.579440,17,Europe/Amsterdam
GRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,Michigan,US,42.880798,-85.522797,794,America/Detroit
GRU,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,Sao-Paulo,BR,-23.435556,-46.473057,2459,America/Sao_Paulo
GRV,URMG,Grozny North Airport,Grozny,Chechnya,RU,43.388302,45.698601,0,Europe/Moscow
GRW,LPGR,Graciosa Airport,Santa Cruz da Graciosa,Azores,PT,39.092201,-28.029800,86,Atlantic/Azores
GRX,LEGR,Federico Garcia Lorca Airport,Granada,Andalusia,ES,37.188702,-3.777360,1860,Europe/Madrid
GRZ,LOWG,Graz Airport,Graz,Styria,AT,46.991100,15.439600,1115,Europe/Vienna
GSM,OIKQ,Dayrestan Airport,,Hormozgan,IR,26.754601,55.902401,45,Asia/Tehran
GSO,KGSO,Piedmont Triad International Airport,Greensboro,North-Carolina,US,36.097801,-79.937302,925,America/New_York
GSP,KGSP,Greenville Spartanburg International Airport,Greenville,South-Carolina,US,34.895699,-82.218903,964,America/New_York
GST,PAGS,Gustavus Airport,Gustavus,Alaska,US,58.425301,-135.707001,35,America/Juneau
GSV,UWSG,Saratov Gagarin Airport,Saratov,Saratov,RU,51.712778,46.171111,103,Europe/Saratov
GTE,YGTE,Groote Eylandt Airport,Groote Eylandt,Northern-Territory,AU,-13.975000,136.460007,53,Australia/Darwin
GTF,KGTF,Great Falls International Airport,Great Falls,Montana,US,47.481998,-111.371002,3680,America/Denver
GTO,WAMG,Jalaluddin Airport,Gorontalo-Celebes Island,Gorontalo,ID,0.637119,122.849998,105,Asia/Makassar
GTP,K3S8,Grants Pass Airport,Grants Pass,Oregon,US,42.510101,-123.388000,1126,America/Los_Angeles
GTR,KGTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,Mississippi,US,33.450298,-88.591400,264,America/Chicago
GTS,YTGT,The Granites Airport,,Northern-Territory,AU,-20.548300,130.347000,0,Australia/Darwin
GTS,YGDW,Granite Downs Airport,,South-Australia,AU,-26.948299,133.606995,337,Australia/Adelaide
GUA,MGGT,La Aurora Airport,Guatemala City,Guatemala,GT,14.583300,-90.527496,4952,America/Guatemala
GUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,Colorado,US,38.533901,-106.932999,7680,America/Denver
GUM,PGUM,Antonio B. Won Pat International Airport,Hagatna,Barrigada,GU,13.483400,144.796005,298,Pacific/Guam
GUP,KGUP,Gallup Municipal Airport,Gallup,New-Mexico,US,35.511101,-108.789001,6472,America/Denver
GUR,AYGN,Gurney Airport,Gurney,Milne Bay,PG,-10.311500,150.334000,88,Pacific/Port_Moresby
GUW,UATG,Atyrau Airport,Atyrau,Atyrau,KZ,47.121899,51.821400,-72,Asia/Atyrau
GVA,LSGG,Geneva Cointrin International Airport,Geneva,Geneva,CH,46.238098,6.108950,1411,Europe/Paris
GVR,SBGV,Governador Valadares Airport,Governador Valadares,Minas-Gerais,BR,-18.895201,-41.982201,561,America/Sao_Paulo
GWD,OPGD,Gwadar International Airport,Gwadar,Balochistan,PK,25.233299,62.329498,36,Asia/Karachi
GWL,VIGR,Gwalior Airport,Gwalior,Madhya-Pradesh,IN,26.293301,78.227798,617,Asia/Kolkata
GWT,EDXW,Westerland Sylt Airport,Westerland,Schleswig-Holstein,DE,54.913200,8.340470,51,Europe/Berlin
GXF,OYSY,Sayun International Airport,Sayun,Muḩafaz̧at-Ḩaḑramawt,YE,15.966100,48.788300,2097,Asia/Aden
GYD,UBBB,Heydar Aliyev International Airport,Baku,Baki,AZ,40.467499,50.046700,10,Asia/Baku
GYE,SEGU,Simon Bolivar International Airport,Guayaquil,Guayas,EC,-2.157420,-79.883598,19,America/Guayaquil
GYN,SBGO,Santa Genoveva Airport,Goiania,Goias,BR,-16.632000,-49.220699,2450,America/Sao_Paulo
GYS,ZUGU,Guangyuan Airport,Guangyuan,Sichuan,CN,32.391102,105.702003,0,Asia/Shanghai
GYU,ZLGY,Guyuan Liupanshan Airport,Guyuan,Ningsia-Hui-Autonomous-Region,CN,36.078889,106.216944,5696,Asia/Shanghai
GZO,AGGN,Nusatupe Airport,Gizo,,SB,-8.097780,156.863998,13,Pacific/Guadalcanal
GZP,LTFG,Gazipasa Airport,Gazipasa,Antalya,TR,36.299217,32.300598,86,Europe/Istanbul
GZT,LTAJ,Gaziantep International Airport,Gaziantep,Gaziantep,TR,36.947201,37.478699,2315,Europe/Istanbul
HAA,ENHK,Hasvik Airport,Hasvik,Finnmark,NO,70.486702,22.139700,21,Europe/Oslo
HAC,RJTH,Hachijojima Airport,Hachijojima,Tokyo,JP,33.115002,139.785995,303,Asia/Tokyo
HAD,ESMT,Halmstad Airport,Halmstad,Halland,SE,56.691101,12.820200,101,Europe/Stockholm
HAH,FMCH,Prince Said Ibrahim International Airport,Moroni,Grande-Comore,KM,-11.533700,43.271900,93,Indian/Comoro
HAJ,EDDV,Hannover Airport,Hannover,Lower-Saxony,DE,52.461102,9.685080,183,Europe/Berlin
HAK,ZJHK,Haikou Meilan International Airport,Haikou,Hainan,CN,19.934900,110.459000,75,Asia/Shanghai
HAM,EDDH,Hamburg Airport,Hamburg,Hamburg,DE,53.630402,9.988230,53,Europe/Berlin
HAN,VVNB,Noi Bai International Airport,Hanoi,Ha-Nội,VN,21.221201,105.806999,39,Asia/Bangkok
HAQ,VRMH,Hanimaadhoo Airport,Haa Dhaalu Atoll,Haa-Dhaalu-Atholhu,MV,6.744230,73.170502,4,Indian/Maldives
HAS,OEHL,Hail Airport,,Ḩaʼil,SA,27.437901,41.686298,3331,Asia/Riyadh
HAU,ENHD,Haugesund Airport,Karmoy,Rogaland,NO,59.345299,5.208360,86,Europe/Oslo
HAV,MUHA,Jose Marti International Airport,Havana,La-Habana,CU,22.989201,-82.409103,210,America/Havana
HAY,SKAG,Aguachica Airport,Aguachica,Cesar,CO,8.300000,-73.630600,700,America/Bogota
HBA,YMHB,Hobart International Airport,Hobart,Tasmania,AU,-42.836102,147.509995,13,Australia/Hobart
HBE,HEBA,Borg El Arab International Airport,Alexandria,Alexandria,EG,30.917700,29.696400,177,Africa/Cairo
HBX,VAHB,Hubli Airport,Hubli,Karnataka,IN,15.361700,75.084900,2171,Asia/Kolkata
HCQ,YHLC,Halls Creek Airport,,Western-Australia,AU,-18.233900,127.669998,1346,Australia/Perth
HCR,PAHC,Holy Cross Airport,Holy Cross,Alaska,US,62.188301,-159.774994,70,America/Anchorage
HDF,EDAH,Heringsdorf Airport,Heringsdorf,Mecklenburg-Vorpommern,DE,53.878700,14.152300,93,Europe/Berlin
HDG,ZBHD,Handan Airport,Handan,Hebei,CN,36.525833,114.425556,229,Asia/Shanghai
HDK,VRBK,Kulhudhuffushi Airport,Kulhudhuffushi,Haa Dhaalu Atoll,MV,6.631111,73.066667,3,Indian/Maldives
HDN,KHDN,Yampa Valley Airport,Hayden,Colorado,US,40.481201,-107.218002,6606,America/Denver
HDS,FAHS,Hoedspruit Air Force Base Airport,Hoedspruit,Limpopo,ZA,-24.368601,31.048700,1743,Africa/Johannesburg
HDY,VTSS,Hat Yai International Airport,Hat Yai,Songkhla,TH,6.933210,100.392998,90,Asia/Bangkok
HEA,OAHR,Herat Airport,,Herat,AF,34.209999,62.228298,3206,Asia/Kabul
HEH,VYHH,Heho Airport,Heho,Shan,MM,20.747000,96.792000,3858,Asia/Yangon
HEK,ZYHE,Heihe Airport,Heihe,Heilongjiang,CN,50.171621,127.308884,8530,Asia/Shanghai
HEL,EFHK,Helsinki Vantaa Airport,Helsinki,Uusimaa,FI,60.317200,24.963301,179,Europe/Helsinki
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,Heraklion,Crete,GR,35.339699,25.180300,115,Europe/Athens
HET,ZBHH,Baita International Airport,Hohhot,Inner-Mongolia,CN,40.851398,111.823997,3556,Asia/Shanghai
HFE,ZSOF,Hefei Xinqiao International Airport,Hefei,Anhui,CN,31.988980,116.963800,207,Asia/Shanghai
HFS,ESOH,Hagfors Airport,,Vaermland,SE,60.020100,13.578900,474,Europe/Stockholm
HFT,ENHF,Hammerfest Airport,Hammerfest,Finnmark,NO,70.679703,23.668600,266,Europe/Oslo
HGA,HCMH,Egal International Airport,Hargeisa,Woqooyi-Galbeed,SO,9.518170,44.088799,4423,Africa/Mogadishu
HGD,YHUG,Hughenden Airport,,Queensland,AU,-20.815001,144.225006,1043,Australia/Brisbane
HGH,ZSHC,Hangzhou Xiaoshan International Airport,Hangzhou,Zhejiang,CN,30.229500,120.433998,23,Asia/Shanghai
HGN,VTCH,Mae Hong Son Airport,,Mae-Hong-Son,TH,19.301300,97.975800,929,Asia/Bangkok
HGO,DIKO,Korhogo Airport,,Savanes,CI,9.387180,-5.556660,1214,Africa/Abidjan
HGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,Maryland,US,39.707901,-77.729500,703,America/New_York
HGU,AYMH,Mount Hagen Kagamuga Airport,Mount Hagen,Western Highlands,PG,-5.826790,144.296005,5388,Pacific/Port_Moresby
HHH,KHXD,Hilton Head Airport,Hilton Head Island,South-Carolina,US,32.224400,-80.697502,19,America/New_York
HHN,EDFH,Frankfurt-Hahn Airport,Hahn,Rheinland-Pfalz,DE,49.948700,7.263890,1649,Europe/Berlin
HHQ,VTPH,Hua Hin Airport,Hua Hin,Phetchaburi,TH,12.636200,99.951500,62,Asia/Bangkok
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,33.922798,-118.334999,66,America/Los_Angeles
HHZ,NTGH,Hikueru Atoll Airport,Hikueru Atoll,Iles-Tuamotu-Gambier,PF,-17.544701,-142.613998,5,Pacific/Tahiti
HIA,ZSSH,Lianshui Airport,Huai'an,Jiangsu,CN,33.790833,119.125000,28,Asia/Shanghai
HIB,KHIB,Chisholm Hibbing Airport,Hibbing,Minnesota,US,47.386600,-92.838997,1354,America/Chicago
HID,YHID,Horn Island Airport,Horn Island,Queensland,AU,-10.586400,142.289993,43,Australia/Brisbane
